catalog,vizier_source,vizier_table,recno,Index,MCXC,OName,AName,RAJ2000,DEJ2000,GLON,GLAT,Cat,SubCat,z,zType,r_z,f_z,Scale,ERange,Rap,FX,e_FX,LX2L500,Lap,L500,e_L500,E_L500,R500,M500,e_M500,E_M500,Ovlp,Cat1,Cat2,Cat3,Cat4,L5001,e_L5001,E_L5001,L5002,e_L5002,E_L5002,L5003,e_L5003,E_L5003,L5004,e_L5004,E_L5004,NotesO,Notes,Index1,SimbadName,RA_deg,Dec_deg
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,44,43,MCXC J0023.1+0421,WARP J0023.1+0421,,5.775,4.3536,109.5955,-57.7825,WARPS,WARPS,0.453,S,2002ApJS..140..265P,Catalogue,5.7812,[0.5 2. ],1e+20,0.076,1e+20,SC,1e+20,0.8,1e+20,1e+20,0.6598,1.3255,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,35,WARPS J0023.1+0421,5.775,4.3536
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,45,44,MCXC J0024.0-1704,RXC J0024.0-1704,A2768,6.015,-17.0756,89.329,-78.121,SGP,SGP,0.189,S,2002ApJS..140..239C,Catalogue,3.1556,[0.1 2.4],1e+20,1.75,0.37784,SC,1e+20,2.0,0.3,0.3,0.8784,2.324,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,36,RXC J0024.0-1704,6.015,-17.0756
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,46,45,MCXC J0024.5+3312,RXC J0024.5+3312,,6.1327,33.2087,116.4777,-29.3256,NORAS/REFLEX,NORAS,0.226,S,2000ApJS..129..435B,Catalogue,3.6258,[0.1 2.4],8.0,2.33,0.42872,ITER,3.18777,3.0,0.6,0.6,0.987,3.4309,0.4,0.4,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,37,RXC J0024.5+3312,6.1327,33.2087
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,47,46,MCXC J0025.4-1222,MACS J0025.4-1222,,6.3724,-12.377,99.2637,-74.0442,MACS,MACS_DR1,0.5843,S,2007ApJ...661L..33E,Catalogue,6.6029,[0. 0.],1e+20,1e+20,1e+20,,1e+20,8.0,0.2,0.2,0.9734,4.9727,0.07,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,38,MACS J0025.4-1222,6.3724,-12.377
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,48,47,MCXC J0025.5-3302,RXCJ0025.5-3302,S0041,6.3849,-33.0472,344.7738,-81.8542,NORAS/REFLEX,REFLEX,0.0491,S,2004A&A...425..367B,Catalogue,0.9609,[0.1 2.4],13.0,8.818,0.85535,ITER,0.49266,0.5,0.05,0.05,0.7584,1.3,0.08,0.08,SGP|RXGCC,SGP,RXGCC,,,0.46007999777793884,0.0449099987745285,0.04492999985814095,0.5465999841690063,0.0576400011777878,0.0579500012099743,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,39,RXCJ0025.5-3302,6.3849,-33.0472
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,49,48,MCXC J0026.7+0501,WARP J0026.7+0501,GHO 0024+0444,6.6992,5.0238,111.5191,-57.3009,WARPS,WARPSII,0.2529,S,2008ApJS..176..374H,Catalogue,3.9434,[0.5 2. ],1e+20,0.1173,1e+20,SC,1e+20,0.3,1e+20,1e+20,0.6258,0.9003,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,40,WARPS J0026.7+0501,6.6992,5.0238
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,50,49,MCXC J0027.3-5015,RXCJ0027.3-5015,A2777,6.8389,-50.2511,312.5847,-66.4234,NORAS/REFLEX,REFLEX,0.1448,S,2004A&A...425..367B,Catalogue,2.5385,[0.1 2.4],8.5,4.286,0.73291,ITER,2.26168,2.0,0.4,0.4,0.9692,2.9818,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,41,RXCJ0027.3-5015,6.8389,-50.2511
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,51,50,MCXC J0027.8+2616,RXC J0027.8+2616,RXJ0027.6+2616,6.9573,26.2738,116.3626,-36.2966,NORAS/REFLEX,NORAS,0.3668,S,2000ApJS..129..435B,Catalogue,5.0909,[0.1 2.4],6.0,2.31,0.46431,ITER,8.97336,8.0,2.0,2.0,1.1165,5.8113,0.7,0.7,eBCS|MACS_MISC,EBCS,MACS_MISC,,,9.183119773864746,2.899110078811646,2.913049936294556,3.472630023956299,0.182769998908043,0.182769998908043,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,42,RXC J0027.8+2616,6.9573,26.2738
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,52,51,MCXC J0028.6-2338,RXCJ0028.6-2338,A0042,7.1636,-23.6373,65.8358,-83.783,NORAS/REFLEX,REFLEX,0.112,S,1995MNRAS.274.1071C,Catalogue,2.0375,[0.1 2.4],13.0,4.836,0.64319,ITER,1.48949,1.0,0.2,0.2,0.9038,2.3387,0.2,0.2,SGP|RXGCC,SGP,RXGCC,,,1.3654999732971191,0.1823100000619888,0.1818500012159348,1.6199100017547607,0.27590000629425,0.276160001754761,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,43,RXCJ0028.6-2338,7.1636,-23.6373
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,53,52,MCXC J0028.8+0039,RXGCC 25,,7.219,0.66,110.9728,-61.6867,RXGCC,RXGCC,0.3326,SP,2022A&A...658A..59X,Catalogue,4.7771,[0.1 2.4],12.212,1.3522,0.51702,ITER,4.30009,4.0,1.0,1.0,0.9786,3.7624,0.9,0.8,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,7.219,0.66
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,54,53,MCXC J0029.0+0742,MS0026.4+0725,,7.2556,7.7033,113.2801,-54.7478,EMSS,EMSS_1994,0.17,S,1991ApJS...76..813S,Catalogue,2.8981,[0.3 3.5],1e+20,1.3,0.29568,SC,1e+20,0.9,0.2,0.2,0.8016,1.7314,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,44,MS0026.4+0725,7.2556,7.7033
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,55,55,MCXC J0029.8+1202,RXGCC 26,,7.47,12.042,114.6317,-50.4819,RXGCC,RXGCC,0.1362,SP,2022A&A...658A..59X,Catalogue,2.4108,[0.1 2.4],17.788,3.77703,0.92077,ITER,1.75633,2.0,0.4,0.4,0.918,2.5112,0.4,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,7.47,12.042
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,56,54,MCXC J0029.8+1330,BVH2007 1,,7.4608,13.5039,114.9112,-49.0313,400SD,400SD_SER,0.251,S,2007ApJS..172..561B,Catalogue,3.9216,[0.5 2. ],1e+20,0.314,0.078,SC,1e+20,0.8,0.2,0.2,0.7548,1.5768,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,45,[BVH2007] 1,7.4608,13.5039
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,57,56,MCXC J0030.5+2618,BVH2007 2,VMF98 1,7.64,26.3044,117.1219,-36.3317,400SD,400SD_SER,0.5,S,2003ApJ...594..154M,Catalogue,6.1042,[0.5 2. ],1e+20,0.244,0.029,SC,1e+20,3.0,0.3,0.3,0.8341,2.8301,0.2,0.2,WARPSII|160SD,WARPSII,160SD,,,2.627110004425049,1e+20,1e+20,2.9616200923919678,0.349720001220703,0.347559988498688,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,46,[BVH2007] 2,7.64,26.3044
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,58,57,MCXC J0030.6-2410,RXC J0030.6-2410,A47,7.6567,-24.1814,63.9269,-84.4621,SGP,SGP,0.1382,S,1999ApJS..125...35S,Catalogue,2.4407,[0.1 2.4],1e+20,1.84,0.37191,SC,1e+20,0.8,0.2,0.2,0.7992,1.6609,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,47,RXC J0030.6-2410,7.6567,-24.1814
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,59,58,MCXC J0033.8-0750,RXC J0033.8-0750,"A56 , MACS J0033.8-0751",8.465,-7.8414,109.9389,-70.2685,SGP,SGP,0.304,S,"2018MNRAS.479..844R,PW",NEW,4.4952,[0.1 2.4],1e+20,1.8,0.43448,SC,1e+20,4.0,1.0,1.0,1.0119,4.0279,0.6,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,RXC J0033.8-0750,8.465,-7.8414
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,60,59,MCXC J0034.2-0204,RXC J0034.2-0204,"SH518,,MCXC J0034.6-0208",8.5579,-2.0753,112.8639,-64.6102,SGP,SGP,0.0822,S,1985ApJS...57...77S,Catalogue,1.5475,[0.1 2.4],1e+20,8.38,0.67121,SC,1e+20,1.0,0.1,0.1,0.8952,2.2069,0.1,0.1,REFLEX|RXGCC,REFLEX,RXGCC,,,1.2838000059127808,0.1013299971818924,0.1012599989771843,1.1707600355148315,0.147850006818771,0.147809997200966,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,"Dupl, complexStr | A.2 | Same cluster as MCXC J0034.6-0208 in MCXC-I. Complex system with 3 components: E and SW at z~0.056, and NW (the most massive) at z~0.082.",48,RXC J0034.2-0204,8.5579,-2.0753
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,61,60,MCXC J0035.4-2015,MACS J0035.4-2015,,8.8602,-20.2634,94.0244,-82.2211,MACS,MACS_DR2,0.353,S,2018MNRAS.479..844R,Catalogue,4.9672,[0. 0.],4.5381,1e+20,1e+20,,11.97917,10.0,0.6,0.6,1.2016,7.1293,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,50,MACS J0035.4-2015,8.8602,-20.2634
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,62,61,MCXC J0035.6+0138,RXC J0035.6+0138,redMaPPer MEM_MATCH 07496,8.9012,1.6389,114.7542,-60.9812,SGP,SGP,0.0799,S,"2022MNRAS.514.4696W,PW",NEW,1.5082,[0.1 2.4],1e+20,2.13,0.44629,SC,1e+20,0.3,0.06,0.06,0.6752,0.945,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,"Other | Tab. 2 | Current SDSS redshift differs from redMaPPer-DES catalogue redshift (zspec=0.104) of the optical counterpart, redMaPPer MEM_MATCH 07496.",16959,RXC J0035.6+0138,8.9012,1.6389
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,63,62,MCXC J0035.9+8513,WARP J0035.9+8513,,8.9969,85.2215,122.5842,22.3602,WARPS,WARPSII,0.8317,S,2008ApJS..176..374H,Catalogue,7.6058,[0.5 2. ],1e+20,0.084,1e+20,SC,1e+20,3.0,1e+20,1e+20,0.6928,2.4083,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,51,WARPS J0035.9+8513,8.9969,85.2215
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,64,63,MCXC J0036.5+2544,ZwCl193,ZwCl193,9.149,25.744,118.7459,-37.0071,BCS,eBCS,0.0341,S,2000MNRAS.318..333E,Catalogue,0.6794,[0.1 2.4],5.0,2.64706,0.93426,ITER,0.0708,0.1,0.04,0.04,0.5572,0.5083,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,52,ZwCl193,9.149,25.744
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,65,64,MCXC J0037.0+0909,A68,A68,9.272,9.153,116.9633,-53.5524,BCS,BCS,0.2546,S,1998MNRAS.301..881E,Catalogue,3.9628,[0.1 2.4],6.7,4.74138,1.30797,ITER,8.28338,8.0,2.0,2.0,1.1791,6.0328,1.0,1.0,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,53,A68,9.272,9.153
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,66,65,MCXC J0037.4-2831,RXC J0037.4-2831,A2798,9.3625,-28.5311,7.7223,-86.6044,SGP,SGP,0.105,S,1999ApJS..125...35S,Catalogue,1.9254,[0.1 2.4],1e+20,2.22,0.45186,SC,1e+20,0.5,0.1,0.1,0.7521,1.3385,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,54,RXC J0037.4-2831,9.3625,-28.5311
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,67,66,MCXC J0039.6+2114,RXC J0039.6+2114,A0075,9.9,21.239,119.2452,-41.548,NORAS/REFLEX,NORAS,0.0619,S,2000ApJS..129..435B,Catalogue,1.1933,[0.1 2.4],6.5,2.17,0.88536,ITER,0.1964,0.2,0.09,0.09,0.6352,0.7731,0.2,0.2,BCS,BCS,,,,0.4732399880886078,0.1158099994063377,0.1179300025105476,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Coordinates determined by the moment method with a 5arcmin aperture radius.,,55,RXC J0039.6+2114,9.9,21.239
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,68,67,MCXC J0040.0+0649,A76,A76,10.002,6.818,117.8612,-55.9412,BCS,BCS,0.0395,S,1998MNRAS.301..881E + Cat. VII/193,Catalogue,0.7819,[0.1 2.4],9.6,8.12308,1.74959,ITER,0.29102,0.3,0.07,0.07,0.6997,1.0117,0.1,0.1,RXGCC,RXGCC,,,,0.5638200044631958,0.08602000027894974,0.08639000356197357,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,56,A76,10.002,6.818
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,69,68,MCXC J0040.1-5607,RXCJ0040.1-5607,A2806,10.0269,-56.1168,306.1835,-60.9399,NORAS/REFLEX,REFLEX,0.0277,S,2004A&A...425..367B,Catalogue,0.5561,[0.1 2.4],13.5,4.068,0.78512,ITER,0.07141,0.07,0.01,0.01,0.5246,0.4217,0.05,0.05,RXGCC,RXGCC,,,,0.10074999928474426,0.0291300006210804,0.02937000058591366,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,57,RXCJ0040.1-5607,10.0269,-56.1168
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,70,69,MCXC J0040.4+2933,RXC J0040.4+2933,A0077,10.114,29.5593,120.0761,-33.2516,NORAS/REFLEX,NORAS,0.0712,S,2000ApJS..129..435B,Catalogue,1.3577,[0.1 2.4],14.0,8.19,0.80262,ITER,0.98282,0.9,0.09,0.09,0.8538,1.8941,0.1,0.1,BCS|EMSS_1994|RXGCC,BCS,EMSS_1994,RXGCC,,0.8844199776649475,0.2039500027894974,0.2069000005722046,1.4654799699783325,0.140579998493195,0.139909997582436,0.7569400072097778,0.08771999925374985,0.08794999867677689,1e+20,1e+20,1e+20,,,58,RXC J0040.4+2933,10.114,29.5593
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,71,70,MCXC J0040.8-4407,SMACS J0040.8-4407,,10.2095,-44.1312,309.3987,-72.8637,MACS,MACS_MISC,0.363,S,2018MNRAS.479..844R,Catalogue,5.0572,[0. 0.],1e+20,1e+20,1e+20,,1e+20,7.0,0.2,0.2,1.0752,5.1666,0.08,0.08,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,SMACS J0040.8-4407,10.2095,-44.1312
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,72,71,MCXC J0041.1-2339,RX J0041.1-2339,VMF98 2,10.2929,-23.6592,88.6153,-85.8278,160SD,160SD,0.112,S,2003ApJ...594..154M,Catalogue,2.0375,[0.5 2. ],1e+20,0.098,0.024,SC,1e+20,0.04,0.01,0.01,0.4541,0.2966,0.05,0.04,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,59,RX J0041.1-2339,10.2929,-23.6592
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,73,72,MCXC J0041.7+2124,RXC J0041.7+2124,A0084,10.4462,21.414,119.9362,-41.4016,NORAS/REFLEX,NORAS,0.1014,S,2000ApJS..129..435B,Catalogue,1.8671,[0.1 2.4],9.0,4.09,0.68303,ITER,1.02488,1.0,0.2,0.2,0.8497,1.9232,0.2,0.2,BCS,BCS,,,,1.400689959526062,0.3027499914169312,0.3049899935722351,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,60,RXC J0041.7+2124,10.4462,21.414
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,74,73,MCXC J0041.8-0918,RXCJ0041.8-0918,A0085,10.4587,-9.3019,115.2317,-72.0299,NORAS/REFLEX,REFLEX,0.0555,S,2004A&A...425..367B,Catalogue,1.078,[0.1 2.4],25.0,74.215,2.37488,ITER,5.28736,5.0,0.2,0.2,1.2028,5.217,0.1,0.1,SGP|RXGCC,SGP,RXGCC,,,4.81889009475708,0.1539600044488907,0.1539500057697296,4.389500141143799,0.151299998164177,0.151460006833076,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,losStr (see Table 12 of Reflex paper); Too extended for standard GCA analysis and analyzed in 4 x 4 or 8 x 8 degree2 fields,,61,RXCJ0041.8-0918,10.4587,-9.3019
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,75,74,MCXC J0042.1+4020,RXGCC 33,,10.536,40.341,121.0152,-22.496,RXGCC,RXGCC,0.0928,SP,2022A&A...658A..59X,Catalogue,1.7257,[0.1 2.4],7.338,3.24913,0.556,ITER,0.67656,0.7,0.1,0.1,0.7906,1.5362,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,10.536,40.341
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,76,75,MCXC J0042.1-2832,RXCJ0042.1-2832,A2811,10.5362,-28.5358,357.9788,-87.5097,NORAS/REFLEX,REFLEX,0.1082,S,2004A&A...425..367B,Catalogue,1.9769,[0.1 2.4],10.0,9.774,0.95785,ITER,2.78269,3.0,0.3,0.3,1.0337,3.4861,0.2,0.2,SGP|RXGCC,SGP,RXGCC,,,2.553489923477173,0.2494899928569794,0.2494499981403351,2.8702900409698486,0.305189996957779,0.306540012359619,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,losStr (see Table 12 of Reflex paper),,62,RXCJ0042.1-2832,10.5362,-28.5358
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,77,76,MCXC J0042.5+1510,RXGCC 34,,10.636,15.176,119.7461,-47.6406,RXGCC,RXGCC,0.0791,SP,2022A&A...658A..59X,Catalogue,1.4945,[0.1 2.4],11.238,1.63544,0.50065,ITER,0.24623,0.2,0.07,0.07,0.6437,0.8182,0.2,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,10.636,15.176
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,78,77,MCXC J0043.4-2037,RXCJ0043.4-2037,A2813,10.8518,-20.6214,106.7591,-83.2396,NORAS/REFLEX,REFLEX,0.2924,S,2004A&A...425..367B,Catalogue,4.3755,[0.1 2.4],8.5,3.186,0.49702,ITER,7.54018,7.0,1.0,1.0,1.1253,5.4692,0.5,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,63,RXCJ0043.4-2037,10.8518,-20.6214
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,79,78,MCXC J0043.8+2424,ZwCl235,ZwCl235,10.967,24.402,120.7315,-38.4374,BCS,BCS,0.0837,S,2015ApJ...807..178W,Revised,1.573,[0.1 2.4],6.3,10.00656,1.64042,ITER,1.67214,2.0,0.3,0.3,0.972,2.8288,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,64,ZwCl235,10.967,24.402
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,80,79,MCXC J0045.3-2924,BVH2007 3,,11.3283,-29.4006,333.2612,-87.3577,400SD,400SD_SER,0.257,S,2007ApJS..172..561B,Catalogue,3.9901,[0.5 2. ],1e+20,0.341,0.049,SC,1e+20,1.0,0.1,0.1,0.772,1.698,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,65,[BVH2007] 3,11.3283,-29.4006
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,81,80,MCXC J0045.5-0217,RXGCC 35,,11.394,-2.294,119.4488,-65.126,RXGCC,RXGCC,0.1233,SP,2022A&A...658A..59X,Catalogue,2.2144,[0.1 2.4],24.206,1.33762,1.189,ITER,0.50731,0.5,0.4,0.4,0.7207,1.1996,0.9,0.6,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,11.394,-2.294
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,82,81,MCXC J0045.7-2515,MS0043.3-2531,,11.4381,-25.2618,88.2693,-87.7394,EMSS,EMSS_1994,0.112,S,1991ApJS...76..813S,Catalogue,2.0375,[0.3 3.5],1e+20,0.916,0.1832,SC,1e+20,0.3,0.05,0.05,0.6549,0.8897,0.1,0.09,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,66,MS0043.3-2531,11.4381,-25.2618
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,83,82,MCXC J0046.2-0137,RXGCC 36,,11.562,-1.618,119.9226,-64.4594,RXGCC,RXGCC,0.1231,SP,2022A&A...658A..59X,Catalogue,2.2113,[0.1 2.4],8.8,1.84869,0.67225,ITER,0.69807,0.7,0.2,0.2,0.7744,1.4877,0.4,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,11.562,-1.618
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,84,83,MCXC J0046.3+8530,WARP J0046.3+8530,,11.5809,85.5158,122.8236,22.6451,WARPS,WARPSII,0.6241,S,2008ApJS..176..374H,Catalogue,6.8065,[0.5 2. ],1e+20,0.1679,1e+20,SC,1e+20,3.0,1e+20,1e+20,0.7921,2.8092,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,67,WARPS J0046.3+8530,11.5809,85.5158
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,85,84,MCXC J0048.6-2114,RXC J0048.6-2114,A2824,12.1583,-21.2472,116.5782,-84.0843,SGP,SGP,0.0581,S,1992ApJ...384..404P,Catalogue,1.125,[0.1 2.4],1e+20,4.2,0.61935,SC,1e+20,0.3,0.04,0.04,0.6854,0.9677,0.09,0.08,RXGCC,RXGCC,,,,0.42504000663757324,0.09485000371932983,0.09515000134706497,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,68,RXC J0048.6-2114,12.1583,-21.2472
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,86,85,MCXC J0049.4-2931,RXCJ0049.4-2931,S0084,12.3502,-29.5244,313.4089,-87.5623,NORAS/REFLEX,REFLEX,0.1084,S,2004A&A...425..367B,Catalogue,1.9801,[0.1 2.4],11.0,5.228,0.83648,ITER,1.5029,1.0,0.2,0.2,0.9099,2.3783,0.2,0.2,SGP|RXGCC,SGP,RXGCC,,,1.3771899938583374,0.2164800018072128,0.2158499956130981,1.385509967803955,0.248329997062683,0.248989999294281,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,69,RXCJ0049.4-2931,12.3502,-29.5244
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,87,86,MCXC J0049.8+2426,A104,A104,12.452,24.441,122.4584,-38.4293,BCS,BCS,0.0815,S,1980ApJ...241..486H,Catalogue,1.5355,[0.1 2.4],6.6,6.18974,1.26969,ITER,0.98262,1.0,0.2,0.2,0.8684,2.0131,0.3,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,70,A104,12.452,24.441
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,88,87,MCXC J0050.9-0929,BVH2007 4,VMF98 3,12.7471,-9.4872,122.5662,-72.3586,400SD,400SD_SER,0.199,S,2003ApJ...594..154M,Catalogue,3.2867,[0.5 2. ],1e+20,0.366,0.05,SC,1e+20,0.6,0.08,0.08,0.7255,1.3235,0.1,0.1,WARPSII|160SD,WARPSII,160SD,,,0.5120800137519836,1e+20,1e+20,0.5915799736976624,0.0769800022244453,0.0765400007367134,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,71,[BVH2007] 4,12.7471,-9.4872
